index,uFilename,uInclude,uFirstSlice,uLastSlice,uAlgorithm,analysisDate,analysisTime,algorithm,channel,zVoxel,xVoxel,yVoxel,zOrigPixel,xOrigPixel,yOrigPixel,zFinalPixel,xFinalPixel,yFinalPixel,upDownSlices,medianKernelSize,thresholdAlgorithm,thresholdPercent,removeSmallerThan,origNumLabels,dilateFinalMaskIterations,tiffHeader,saveBase,path,firstSlice,lastSlice,saveBase2
30,20200518__A01_G001_0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,20200518__A01_G001_0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,20200518__A01_G001_0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,20200518__A01_G001_0020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,20200518__A01_G001_0021,1.0,11.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,20200518__A01_G001_0021_ch2.tif,,,,,20200528.0,13:01:17,vascDen,2.0,1.0,0.6214808646041788,0.6214808646041788,64.0,512.0,512.0,21.0,474.0,474.0,1.0,"(3, 5, 5)",threshold_otsu,,80.0,158.0,2.0,"OrderedDict([('enclosingFolder3', 'data'), ('enclosingFolder2', 'nathan'), ('enclosingFolder1', '20200518'), ('filename', '20200518__A01_G001_0021_ch2.tif'), ('xVoxel', 0.6214808646041788), ('yVoxel', 0.6214808646041788), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 512), ('yPixels', 512), ('zPixels', 64), ('path', '/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0021_ch2.tif')])",/Users/cudmore/box/data/nathan/20200518/analysis2/20200518__A01_G001_0021_ch2,/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0021_ch2.tif,11.0,31.0,/Users/cudmore/box/data/nathan/20200518/analysis_full/20200518__A01_G001_0021_ch2
36,20200518__A01_G001_0021_ch1.tif,,,,,20200528.0,13:09:24,cellDen,1.0,1.0,0.6214808646041788,0.6214808646041788,64.0,512.0,512.0,21.0,474.0,474.0,,"(3, 5, 5)",threshold_otsu,,,,,"OrderedDict([('enclosingFolder3', 'data'), ('enclosingFolder2', 'nathan'), ('enclosingFolder1', '20200518'), ('filename', '20200518__A01_G001_0021_ch1.tif'), ('xVoxel', 0.6214808646041788), ('yVoxel', 0.6214808646041788), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 512), ('yPixels', 512), ('zPixels', 64), ('path', '/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0021_ch1.tif')])",/Users/cudmore/box/data/nathan/20200518/analysis2/20200518__A01_G001_0021_ch1,,11.0,31.0,/Users/cudmore/box/data/nathan/20200518/analysis_full/20200518__A01_G001_0021_ch1
37,20200518__A01_G001_0022,1.0,17.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,20200518__A01_G001_0022_ch2.tif,,,,,20200528.0,12:29:01,vascDen,2.0,1.0,0.6214808646041788,0.6214808646041788,64.0,512.0,512.0,21.0,474.0,474.0,1.0,"(3, 5, 5)",threshold_otsu,,80.0,116.0,2.0,"OrderedDict([('enclosingFolder3', 'data'), ('enclosingFolder2', 'nathan'), ('enclosingFolder1', '20200518'), ('filename', '20200518__A01_G001_0022_ch2.tif'), ('xVoxel', 0.6214808646041788), ('yVoxel', 0.6214808646041788), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 512), ('yPixels', 512), ('zPixels', 64), ('path', '/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0022_ch2.tif')])",/Users/cudmore/box/data/nathan/20200518/analysis2/20200518__A01_G001_0022_ch2,/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0022_ch2.tif,17.0,37.0,/Users/cudmore/box/data/nathan/20200518/analysis_full/20200518__A01_G001_0022_ch2
39,20200518__A01_G001_0022_ch1.tif,,,,,20200528.0,13:09:29,cellDen,1.0,1.0,0.6214808646041788,0.6214808646041788,64.0,512.0,512.0,21.0,474.0,474.0,,"(3, 5, 5)",threshold_otsu,,,,,"OrderedDict([('enclosingFolder3', 'data'), ('enclosingFolder2', 'nathan'), ('enclosingFolder1', '20200518'), ('filename', '20200518__A01_G001_0022_ch1.tif'), ('xVoxel', 0.6214808646041788), ('yVoxel', 0.6214808646041788), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 512), ('yPixels', 512), ('zPixels', 64), ('path', '/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0022_ch1.tif')])",/Users/cudmore/box/data/nathan/20200518/analysis2/20200518__A01_G001_0022_ch1,,17.0,37.0,/Users/cudmore/box/data/nathan/20200518/analysis_full/20200518__A01_G001_0022_ch1
40,20200518__A01_G001_0023,1.0,5.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,20200518__A01_G001_0023_ch2.tif,,,,,20200528.0,12:29:11,vascDen,2.0,1.0,0.6214808646041788,0.6214808646041788,64.0,512.0,512.0,32.0,474.0,474.0,1.0,"(3, 5, 5)",threshold_otsu,,80.0,363.0,2.0,"OrderedDict([('enclosingFolder3', 'data'), ('enclosingFolder2', 'nathan'), ('enclosingFolder1', '20200518'), ('filename', '20200518__A01_G001_0023_ch2.tif'), ('xVoxel', 0.6214808646041788), ('yVoxel', 0.6214808646041788), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 512), ('yPixels', 512), ('zPixels', 64), ('path', '/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0023_ch2.tif')])",/Users/cudmore/box/data/nathan/20200518/analysis2/20200518__A01_G001_0023_ch2,/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0023_ch2.tif,5.0,36.0,/Users/cudmore/box/data/nathan/20200518/analysis_full/20200518__A01_G001_0023_ch2
42,20200518__A01_G001_0023_ch1.tif,,,,,20200528.0,13:09:34,cellDen,1.0,1.0,0.6214808646041788,0.6214808646041788,64.0,512.0,512.0,32.0,474.0,474.0,,"(3, 5, 5)",threshold_otsu,,,,,"OrderedDict([('enclosingFolder3', 'data'), ('enclosingFolder2', 'nathan'), ('enclosingFolder1', '20200518'), ('filename', '20200518__A01_G001_0023_ch1.tif'), ('xVoxel', 0.6214808646041788), ('yVoxel', 0.6214808646041788), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 512), ('yPixels', 512), ('zPixels', 64), ('path', '/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0023_ch1.tif')])",/Users/cudmore/box/data/nathan/20200518/analysis2/20200518__A01_G001_0023_ch1,,5.0,36.0,/Users/cudmore/box/data/nathan/20200518/analysis_full/20200518__A01_G001_0023_ch1
43,20200518__A01_G001_0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,20200518__A01_G001_0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,20200518__A01_G001_0026,1.0,11.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,20200518__A01_G001_0026_ch2.tif,,,,,20200528.0,12:29:26,vascDen,2.0,1.0,0.6214808646041788,0.6214808646041788,64.0,512.0,512.0,32.0,474.0,474.0,1.0,"(3, 5, 5)",threshold_otsu,,80.0,261.0,2.0,"OrderedDict([('enclosingFolder3', 'data'), ('enclosingFolder2', 'nathan'), ('enclosingFolder1', '20200518'), ('filename', '20200518__A01_G001_0026_ch2.tif'), ('xVoxel', 0.6214808646041788), ('yVoxel', 0.6214808646041788), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 512), ('yPixels', 512), ('zPixels', 64), ('path', '/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0026_ch2.tif')])",/Users/cudmore/box/data/nathan/20200518/analysis2/20200518__A01_G001_0026_ch2,/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0026_ch2.tif,11.0,42.0,/Users/cudmore/box/data/nathan/20200518/analysis_full/20200518__A01_G001_0026_ch2
47,20200518__A01_G001_0026_ch1.tif,,,,,20200528.0,13:09:41,cellDen,1.0,1.0,0.6214808646041788,0.6214808646041788,64.0,512.0,512.0,32.0,474.0,474.0,,"(3, 5, 5)",threshold_otsu,,,,,"OrderedDict([('enclosingFolder3', 'data'), ('enclosingFolder2', 'nathan'), ('enclosingFolder1', '20200518'), ('filename', '20200518__A01_G001_0026_ch1.tif'), ('xVoxel', 0.6214808646041788), ('yVoxel', 0.6214808646041788), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 512), ('yPixels', 512), ('zPixels', 64), ('path', '/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0026_ch1.tif')])",/Users/cudmore/box/data/nathan/20200518/analysis2/20200518__A01_G001_0026_ch1,,11.0,42.0,/Users/cudmore/box/data/nathan/20200518/analysis_full/20200518__A01_G001_0026_ch1
48,20200518__A01_G001_0027,1.0,13.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,20200518__A01_G001_0027_ch2.tif,,,,,20200528.0,12:29:38,vascDen,2.0,1.0,0.6214808646041788,0.6214808646041788,64.0,512.0,512.0,20.0,474.0,474.0,1.0,"(3, 5, 5)",threshold_otsu,,80.0,119.0,2.0,"OrderedDict([('enclosingFolder3', 'data'), ('enclosingFolder2', 'nathan'), ('enclosingFolder1', '20200518'), ('filename', '20200518__A01_G001_0027_ch2.tif'), ('xVoxel', 0.6214808646041788), ('yVoxel', 0.6214808646041788), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 512), ('yPixels', 512), ('zPixels', 64), ('path', '/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0027_ch2.tif')])",/Users/cudmore/box/data/nathan/20200518/analysis2/20200518__A01_G001_0027_ch2,/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0027_ch2.tif,13.0,32.0,/Users/cudmore/box/data/nathan/20200518/analysis_full/20200518__A01_G001_0027_ch2
50,20200518__A01_G001_0027_ch1.tif,,,,,20200528.0,13:09:48,cellDen,1.0,1.0,0.6214808646041788,0.6214808646041788,64.0,512.0,512.0,20.0,474.0,474.0,,"(3, 5, 5)",threshold_otsu,,,,,"OrderedDict([('enclosingFolder3', 'data'), ('enclosingFolder2', 'nathan'), ('enclosingFolder1', '20200518'), ('filename', '20200518__A01_G001_0027_ch1.tif'), ('xVoxel', 0.6214808646041788), ('yVoxel', 0.6214808646041788), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 512), ('yPixels', 512), ('zPixels', 64), ('path', '/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0027_ch1.tif')])",/Users/cudmore/box/data/nathan/20200518/analysis2/20200518__A01_G001_0027_ch1,,13.0,32.0,/Users/cudmore/box/data/nathan/20200518/analysis_full/20200518__A01_G001_0027_ch1
51,20200518__A01_G001_0028,1.0,12.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,20200518__A01_G001_0028_ch2.tif,,,,,20200528.0,12:29:48,vascDen,2.0,1.0,0.6214808646041788,0.6214808646041788,64.0,512.0,512.0,19.0,474.0,474.0,1.0,"(3, 5, 5)",threshold_otsu,,80.0,174.0,2.0,"OrderedDict([('enclosingFolder3', 'data'), ('enclosingFolder2', 'nathan'), ('enclosingFolder1', '20200518'), ('filename', '20200518__A01_G001_0028_ch2.tif'), ('xVoxel', 0.6214808646041788), ('yVoxel', 0.6214808646041788), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 512), ('yPixels', 512), ('zPixels', 64), ('path', '/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0028_ch2.tif')])",/Users/cudmore/box/data/nathan/20200518/analysis2/20200518__A01_G001_0028_ch2,/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0028_ch2.tif,12.0,30.0,/Users/cudmore/box/data/nathan/20200518/analysis_full/20200518__A01_G001_0028_ch2
53,20200518__A01_G001_0028_ch1.tif,,,,,20200528.0,13:09:53,cellDen,1.0,1.0,0.6214808646041788,0.6214808646041788,64.0,512.0,512.0,19.0,474.0,474.0,,"(3, 5, 5)",threshold_otsu,,,,,"OrderedDict([('enclosingFolder3', 'data'), ('enclosingFolder2', 'nathan'), ('enclosingFolder1', '20200518'), ('filename', '20200518__A01_G001_0028_ch1.tif'), ('xVoxel', 0.6214808646041788), ('yVoxel', 0.6214808646041788), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 512), ('yPixels', 512), ('zPixels', 64), ('path', '/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0028_ch1.tif')])",/Users/cudmore/box/data/nathan/20200518/analysis2/20200518__A01_G001_0028_ch1,,12.0,30.0,/Users/cudmore/box/data/nathan/20200518/analysis_full/20200518__A01_G001_0028_ch1
54,20200518__A01_G001_0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,20200518__A01_G001_0030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,20200518__A01_G001_0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,20200518__A01_G001_0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,20200518__A01_G001_0033,1.0,9.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,20200518__A01_G001_0033_ch2.tif,,,,,20200528.0,12:29:58,vascDen,2.0,1.0,0.6214808646041788,0.6214808646041788,64.0,512.0,512.0,15.0,474.0,474.0,1.0,"(3, 5, 5)",threshold_otsu,,80.0,129.0,2.0,"OrderedDict([('enclosingFolder3', 'data'), ('enclosingFolder2', 'nathan'), ('enclosingFolder1', '20200518'), ('filename', '20200518__A01_G001_0033_ch2.tif'), ('xVoxel', 0.6214808646041788), ('yVoxel', 0.6214808646041788), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 512), ('yPixels', 512), ('zPixels', 64), ('path', '/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0033_ch2.tif')])",/Users/cudmore/box/data/nathan/20200518/analysis2/20200518__A01_G001_0033_ch2,/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0033_ch2.tif,9.0,23.0,/Users/cudmore/box/data/nathan/20200518/analysis_full/20200518__A01_G001_0033_ch2
60,20200518__A01_G001_0033_ch1.tif,,,,,20200528.0,13:09:58,cellDen,1.0,1.0,0.6214808646041788,0.6214808646041788,64.0,512.0,512.0,15.0,474.0,474.0,,"(3, 5, 5)",threshold_otsu,,,,,"OrderedDict([('enclosingFolder3', 'data'), ('enclosingFolder2', 'nathan'), ('enclosingFolder1', '20200518'), ('filename', '20200518__A01_G001_0033_ch1.tif'), ('xVoxel', 0.6214808646041788), ('yVoxel', 0.6214808646041788), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 512), ('yPixels', 512), ('zPixels', 64), ('path', '/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0033_ch1.tif')])",/Users/cudmore/box/data/nathan/20200518/analysis2/20200518__A01_G001_0033_ch1,,9.0,23.0,/Users/cudmore/box/data/nathan/20200518/analysis_full/20200518__A01_G001_0033_ch1
61,20200518__A01_G001_0034,1.0,14.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,20200518__A01_G001_0034_ch2.tif,,,,,20200528.0,12:30:05,vascDen,2.0,1.0,0.6214808646041788,0.6214808646041788,64.0,512.0,512.0,30.0,474.0,474.0,1.0,"(3, 5, 5)",threshold_otsu,,80.0,195.0,2.0,"OrderedDict([('enclosingFolder3', 'data'), ('enclosingFolder2', 'nathan'), ('enclosingFolder1', '20200518'), ('filename', '20200518__A01_G001_0034_ch2.tif'), ('xVoxel', 0.6214808646041788), ('yVoxel', 0.6214808646041788), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 512), ('yPixels', 512), ('zPixels', 64), ('path', '/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0034_ch2.tif')])",/Users/cudmore/box/data/nathan/20200518/analysis2/20200518__A01_G001_0034_ch2,/Users/cudmore/box/data/nathan/20200518/20200518__A01_G001_0034_ch2.tif,14.0,43.0,/Users/cudmore/box/data/nathan/20200518/analysis_full/20200518__A01_G001_0034_ch2
